ranking,vElf #,background,skin,eyes,mouth,clothes,hair,headwear,Rarity
235,2197,VeSea,Brown,3D Glasses,Black Mask,Battle Armor,Blonde Spacebuns,Cat Ears,RARE
236,4303,Forest,Peach,Pink Eyes,Slightly Open,Black Plunge Dress,Pink Short Tiedback,Cat Ears,RARE
237,4211,Greyish Blue,Brown,Blue Angry Eyes,Black Mask,Red Cami,Brown Straight Bob,Devil Horns,RARE
238,5026,Light Purple,Yellow,Diamond Eyes,Upset,Blue Halterneck,Pink Short Tiedback,VeChain Tiara,RARE
239,2604,Rainbow,Yellow,Rolled Eyes,Confused,Blue Halterneck,Brown Wavy,VeChain Tiara,RARE
240,4835,Purple Clouds,Brown,Purple Eyes,Slightly Open,Blue Halterneck,Pixie Cut,Cat Ears,RARE
241,4321,Light Pink,Peach,Deal With It,Slightly Open,White Cami,Red Braid,Silver Circlet,RARE
242,7270,Aftermath,Green,Crying Eyes,Shocked,Brown Cape,Black Wavy,Devil Horns,RARE
243,294,Light Yellow,Yellow,Heart Eyes,Kissy Lips,Black with Chains,Brown Spacebuns,Flower Crown,RARE
244,567,Light Brown,Peach,Grey Dewy Eyes,Shocked,Red Plunge Dress,Black Pullback,Silver Circlet,RARE
245,5169,Graveyard,Brown,Diamond Eyes,Pink Plump Lips,Blue Dress,Layered Purple,Silver Circlet,RARE
246,3577,Purple Clouds,Peach,Pink Eyes,Slightly Open,Red Cami,Brown Straight Bob,Diadem,RARE
247,1225,Light Brown,Green,Rolled Eyes,Pink Plump Lips,Blue Halterneck,Red Pullback,Diadem,RARE
248,1703,Blue Clouds,Blue,Blue Sleepy Eyes,Big Grin,Red Dress,Brown Wavy,Devil Horns,RARE
249,4242,Light Pink,Blue,Deal With It,Pink Plump Lips,Black Cape,Red Pullback,Devil Horns,RARE
250,4119,Light Brown,Yellow,Blue Angry Eyes,Black Mask,White Cape,Blonde Spacebuns,Flower Crown,RARE
251,2919,Purple Clouds,Brown,Pink Eyes,Shocked,White Cape,Brown Straight Bob,Diadem,RARE
252,7419,Greyish Blue,Green,Rolled Eyes,Slightly Open,Brown Cape,Black Straight Bob,Flower Crown,RARE
253,6802,Up Only,Yellow,Blue Sleepy Eyes,Small Smile,Black with Chains,White Pullback,Silver Circlet,RARE
254,5980,Aftermath,Yellow,Crying Eyes,Pink Plump Lips,Black Horseskin,Black Straight Bob,Cat Ears,RARE
255,86,Blue Clouds,Peach,Green Slanted Eyes,Black Mask,Blue Dress,Brown Straight Bob,Silver Circlet,RARE
256,883,Graveyard,Brown,Diamond Eyes,Big Grin,Green Brassiere,White Pullback,Flower Crown,RARE
257,2610,Light Turquoise,Blue,Deal With It,Confused,White Cape,Red Wavy,Devil Horns,RARE
258,6402,VeSea,Peach,VeChain Visor,Upset,Blue Brassiere,Brown Spacebuns,Devil Horns,RARE
259,3470,Up Only,Blue,Rolled Eyes,Stuck Out Tongue,White Cape,Red Pullback,Flower Crown,RARE
260,3867,Up Only,Yellow,Eye Patch,Pink Plump Lips,Blue Halterneck,Red Pullback,Diadem,RARE
261,3172,Rainbow,Brown,Green Slanted Eyes,Slightly Open,Black Cape,Brown Straight Bob,Devil Horns,RARE
262,493,Purple Clouds,Peach,Crying Eyes,Pink Thin Lips,Orange Brassiere,Black White Straight,Flower Crown,RARE
263,3002,Greyish Blue,Green,Fiery Eyes,Gritting Teeth,Brown Brassiere,Black Wavy,Flower Crown,RARE
264,5862,Rainbow,Blue,Green Angry Eyes,Big Grin,Red Plunge Dress,Blonde Spacebuns,Silver Circlet,RARE
265,965,Rainbow,Yellow,Eye Patch,Gritting Teeth,Red Asymmetric Dress,Brown Wavy,Diadem,RARE
266,1305,Graveyard,Blue,Eye Patch,Gritting Teeth,Checkered Brassiere,Red Straight,Cat Ears,RARE
267,898,Aftermath,Yellow,Eye Patch,Kissy Lips,Red Cami,Pixie Cut,Cat Ears,RARE
268,5640,VeSea,Peach,Crying Eyes,Slightly Open,Black Cape,Brown Wavy,Diadem,RARE
269,2193,Light Yellow,Brown,Crying Eyes,Shocked,Black Cape,Red Braid,VeChain Tiara,RARE
270,7376,Light Blue,Blue,Crying Eyes,Small Smile,Red Dress,Black Wavy,VeChain Tiara,RARE
271,7342,Light Purple,Peach,Blue Dewy Eyes,Big Grin,Blue Halterneck,Pink Short Tiedback,VeChain Tiara,RARE
272,344,Aftermath,Yellow,3D Glasses,Confused,Battle Armor,Red Wavy,VeChain Tiara,RARE
273,2694,Light Brown,Brown,Green Angry Eyes,Black Mask,White Cami,Layered Purple,Silver Circlet,RARE
274,2810,Rainbow,Peach,Deal With It,Confused,Checkered Brassiere,Brown Spacebuns,VeChain Tiara,RARE
275,7013,Purple Clouds,Green,VeChain Visor,Upset,Brown Cape,White Braid,Cat Ears,RARE
276,3873,Light Blue,Blue,Blue Angry Eyes,Gritting Teeth,Green Brassiere,White Braid,Cat Ears,RARE
277,4980,Aftermath,Yellow,Blue Angry Eyes,Gritting Teeth,White Cape,Layered Purple,Cat Ears,RARE
278,1162,Rainbow,Yellow,Rolled Eyes,Slightly Open,Orange Brassiere,Black Wavy,Flower Crown,RARE
279,5120,Light Orange,Peach,3D Glasses,Pink Plump Lips,White Asymmetric Dress,Brown Straight Bob,Cat Ears,RARE
280,1957,Aftermath,Blue,Rolled Eyes,Kissy Lips,Checkered Brassiere,Black Pullback,Devil Horns,RARE
281,1168,Light Red,Brown,Pink Eyes,Confused,Battle Armor,Black Wavy,Devil Horns,RARE
282,2953,Light Orange,Blue,Green Slanted Eyes,Black Mask,Blue Halterneck,White Pullback,Cat Ears,RARE
283,5245,Rainbow,Green,Bug Eyes,Confused,Brown Cami,Black White Straight,Flower Crown,RARE
284,2505,Greyish Blue,Green,Blue Angry Eyes,Kissy Lips,Black Cape,Brown Wavy,Diadem,RARE
285,1861,Light Red,Peach,Crying Eyes,Pink Plump Lips,Blue Halterneck,Brown Wavy,VeChain Tiara,RARE
286,5311,Light Green,Peach,Rolled Eyes,Big Grin,Fluffy White Offshoulder,Layered Purple,Silver Circlet,RARE
287,4002,Blue Clouds,Peach,Scarred Eyes,Confused,Battle Armor,Black Straight Bob,Flower Crown,RARE
288,5021,Light Yellow,Blue,Heart Eyes,Pink Thin Lips,Black Horseskin,Red Braid,Flower Crown,RARE
289,7323,Light Pink,Peach,Blue Dewy Eyes,Small Smile,Red Elven Dress,Black Straight,Silver Circlet,RARE
290,5834,Light Yellow,Brown,VeChain Visor,Pink Thin Lips,Pink Brassiere,Black White Straight,Flower Crown,RARE
291,4023,Aftermath,Yellow,Purple Eyes,Pink Plump Lips,Checkered Brassiere,Layered Purple,Cat Ears,RARE
292,6870,Light Yellow,Peach,Heart Eyes,Shocked,Checkered Brassiere,Brown Spacebuns,Devil Horns,RARE
293,7404,Light Brown,Brown,Blue Angry Eyes,Black Mask,Checkered Brassiere,Red Pullback,VeChain Tiara,RARE
294,3698,Light Red,Blue,Fiery Eyes,Shocked,Red Dress,White Braid,VeChain Tiara,RARE
295,1478,Up Only,Peach,Eye Patch,Pink Plump Lips,Black Cape,Pink Short Tiedback,Cat Ears,RARE
296,6792,Up Only,Peach,Pink Eyes,Gritting Teeth,Red Dress,Brown Wavy,Diadem,RARE
297,4659,Light Blue,Blue,Green Slanted Eyes,Black Mask,Orange Brassiere,Blonde Spacebuns,Silver Circlet,RARE
298,3815,Rainbow,Peach,Green Angry Eyes,Kissy Lips,Black Horseskin,Blue Wavy Bob,Flower Crown,RARE
299,2888,Up Only,Yellow,Grey Dewy Eyes,Slightly Open,Black with Chains,Red Wavy,Cat Ears,RARE
300,4882,Light Red,Peach,Grey Dewy Eyes,Black Mask,Fluffy White Offshoulder,Red Braid,Flower Crown,RARE
301,3306,Rainbow,Brown,Green Angry Eyes,Upset,Green Brassiere,Red Braid,Diadem,RARE
302,4408,Light Yellow,Blue,Green Angry Eyes,Confused,Blue Brassiere,Pink Short Tiedback,Devil Horns,RARE
303,823,Blue Clouds,Brown,3D Glasses,Kissy Lips,Battle Armor,Brown Straight Bob,Devil Horns,RARE
304,4686,Light Yellow,Yellow,Purple Eyes,Small Smile,Red Plunge Dress,Red Pullback,Silver Circlet,RARE
305,3537,Graveyard,Blue,Icy Eyes,Pink Plump Lips,Red Cami,Layered Purple,Flower Crown,RARE
306,2706,Forest,Peach,Fiery Eyes,Pink Thin Lips,Battle Armor,Blonde Spacebuns,Cat Ears,RARE
307,3959,Greyish Blue,Peach,Blue Dewy Eyes,Slightly Open,Red Plunge Dress,Pink Short Tiedback,Silver Circlet,RARE
308,5020,Light Green,Green,Blue Sleepy Eyes,Slightly Open,Blue Halterneck,Black Straight Bob,Devil Horns,RARE
309,2485,Up Only,Yellow,Green Angry Eyes,Pink Plump Lips,White Cape,Pixie Cut,Flower Crown,RARE
310,2413,Light Purple,Yellow,Blue Sleepy Eyes,Black Mask,Orange Brassiere,Black White Straight,Flower Crown,RARE
311,526,Light Orange,Yellow,Rolled Eyes,Upset,Green Brassiere,Red Straight,Cat Ears,RARE
312,6249,Up Only,Peach,Grey Dewy Eyes,Slightly Open,Black Horseskin,Red Straight,Flower Crown,RARE
313,5454,Rainbow,Brown,Grey Dewy Eyes,Black Mask,Red Dress,Black Straight,Elven Crown,RARE
314,4209,Forest,Brown,Pink Eyes,Small Smile,Fluffy White Offshoulder,Black Straight,Cat Ears,RARE
315,4605,Purple Clouds,Brown,Pink Eyes,Big Grin,Brown Cami,Red Pullback,VeChain Tiara,RARE
316,6616,Light Brown,Peach,3D Glasses,Black Mask,Brown Cami,Blonde Spacebuns,Flower Crown,RARE
317,4557,Light Purple,Green,Icy Eyes,Upset,Fluffy White Offshoulder,Blue Wavy Bob,Silver Circlet,RARE
318,6831,Blue Clouds,Green,Crying Eyes,Shocked,Red Asymmetric Dress,Black White Straight,VeChain Tiara,RARE
319,1132,Light Red,Brown,Pink Eyes,Small Smile,White Cape,White Braid,Cat Ears,RARE
320,3203,Graveyard,Peach,Green Angry Eyes,Slightly Open,Brown Offshoulder,Black White Straight,Flower Crown,RARE
321,36,Graveyard,Green,Crying Eyes,Upset,White Cape,Blonde Spacebuns,Cat Ears,RARE
322,983,Purple Clouds,Green,Green Slanted Eyes,Stuck Out Tongue,White Cape,Red Wavy,Devil Horns,RARE
323,1859,Light Orange,Green,Eye Patch,Kissy Lips,White Cape,Black Straight Bob,Cat Ears,RARE
324,2671,Light Red,Peach,Blue Angry Eyes,Confused,Blue Halterneck,Black Pullback,VeChain Tiara,RARE
325,5461,Rainbow,Yellow,Pink Eyes,Gritting Teeth,Blue Halterneck,Red Braid,Leaf Crown,RARE
326,900,Greyish Blue,Peach,3D Glasses,Black Mask,Black with Chains,Black Wavy,VeChain Tiara,RARE
327,15,VeSea,Peach,VeChain Visor,Pink Thin Lips,Checkered Brassiere,Blonde Spacebuns,Diadem,RARE
328,1833,Light Turquoise,Blue,Blue Dewy Eyes,Black Mask,Black Cape,Red Braid,Devil Horns,RARE
329,2740,Purple Clouds,Yellow,Grey Dewy Eyes,Pink Thin Lips,Black with Chains,Black White Straight,Devil Horns,RARE
330,733,Light Yellow,Yellow,Grey Dewy Eyes,Upset,Pink Brassiere,Blue Wavy Bob,Flower Crown,RARE
331,3069,Light Yellow,Brown,Blue Sleepy Eyes,Pink Thin Lips,Checkered Brassiere,Black Wavy,Diadem,RARE
332,2803,Blue Clouds,Green,Purple Eyes,Slightly Open,Orange Brassiere,Black Straight Bob,Silver Circlet,RARE
333,1820,Light Green,Yellow,Fiery Eyes,Confused,Red Elven Dress,Pixie Cut,Flower Crown,RARE
334,3011,Graveyard,Blue,Scarred Eyes,Pink Plump Lips,Blue Halterneck,Black Wavy,VeChain Tiara,RARE
335,2148,Light Blue,Blue,Rolled Eyes,Pink Plump Lips,Red Asymmetric Dress,White Braid,Devil Horns,RARE
336,2018,Rainbow,Green,Crying Eyes,Stuck Out Tongue,Blue Brassiere,White Braid,Diadem,RARE
337,7642,Light Pink,Green,Blue Sleepy Eyes,Small Smile,Pink Brassiere,White Pullback,Silver Circlet,RARE
338,6044,Blue Clouds,Blue,Icy Eyes,Slightly Open,Blue Halterneck,Red Braid,Devil Horns,RARE
339,6260,Light Purple,Blue,Green Angry Eyes,Pink Plump Lips,White Cape,White Braid,Devil Horns,RARE
340,4011,Light Purple,Yellow,Rolled Eyes,Small Smile,Brown Horseskin,White Braid,Flower Crown,RARE
341,2111,Aftermath,Peach,Diamond Eyes,Pink Plump Lips,Checkered Brassiere,Pixie Cut,Diadem,RARE
342,5243,VeSea,Green,VeChain Visor,Big Grin,Red Plunge Dress,Brown Straight Bob,Flower Crown,RARE
343,3758,Forest,Yellow,VeChain Visor,Pink Plump Lips,Orange Brassiere,Red Straight,Flower Crown,RARE
344,1793,Blue Clouds,Yellow,Diamond Eyes,Stuck Out Tongue,Red Asymmetric Dress,Black White Straight,Devil Horns,RARE
345,5954,Aftermath,Blue,Bug Eyes,Big Grin,Green Brassiere,Pixie Cut,Devil Horns,RARE
346,5582,Light Purple,Peach,VeChain Visor,Upset,Orange Brassiere,White Pullback,Flower Crown,RARE
347,3400,Up Only,Brown,Blue Angry Eyes,Upset,Red Cami,White Pullback,Flower Crown,RARE
348,3528,VeSea,Peach,Blue Dewy Eyes,Small Smile,White Cape,Black Pullback,Cat Ears,RARE
349,6976,Rainbow,Blue,Purple Eyes,Confused,Brown Horseskin,White Braid,Flower Crown,RARE
350,4386,Purple Clouds,Green,Blue Angry Eyes,Slightly Open,Black with Chains,Red Wavy,Diadem,RARE
351,246,Forest,Peach,Crying Eyes,Black Mask,Black Cami,Brown Wavy,Cat Ears,RARE
352,5316,Light Yellow,Brown,Purple Eyes,Stuck Out Tongue,Battle Armor,Black White Straight,Flower Crown,RARE
353,1741,Light Orange,Blue,Pink Eyes,Kissy Lips,Blue Brassiere,Red Straight,VeChain Tiara,RARE
354,4781,Purple Clouds,Green,Diamond Eyes,Black Mask,Brown Cape,Pixie Cut,Cat Ears,RARE
355,696,VeSea,Peach,Pink Eyes,Confused,Brown Horseskin,Black Wavy,VeChain Tiara,RARE
356,4807,VeSea,Brown,Bug Eyes,Upset,Brown Cami,Pixie Cut,Flower Crown,RARE
357,3720,Rainbow,Brown,Rolled Eyes,Slightly Open,Red Asymmetric Dress,Blue Wavy Bob,Devil Horns,RARE
358,1373,Light Orange,Green,Scarred Eyes,Upset,Green Brassiere,Brown Spacebuns,Cat Ears,RARE
359,428,Rainbow,Brown,Heart Eyes,Shocked,Black with Chains,Brown Wavy,Devil Horns,RARE
360,6099,Rainbow,Peach,Pink Eyes,Kissy Lips,Red Asymmetric Dress,Pixie Cut,Elven Crown,RARE
361,89,Purple Clouds,Brown,Rolled Eyes,Slightly Open,Black with Chains,White Pullback,Flower Crown,RARE
362,4663,Up Only,Brown,Deal With It,Black Mask,Red Asymmetric Dress,Red Straight,Devil Horns,RARE
363,6615,Light Orange,Green,Scarred Eyes,Gritting Teeth,Black Plunge Dress,Black Straight,Cat Ears,RARE
364,5072,Blue Clouds,Green,Scarred Eyes,Slightly Open,White Cami,Layered Purple,Silver Circlet,RARE
365,846,Light Turquoise,Peach,Rolled Eyes,Stuck Out Tongue,Black Plunge Dress,White Pullback,Flower Crown,RARE
366,6013,Light Green,Green,Fiery Eyes,Big Grin,Brown Offshoulder,Pink Short Tiedback,Devil Horns,RARE
367,4757,Light Green,Green,Eye Patch,Big Grin,Red Dress,Layered Purple,Devil Horns,RARE
368,233,Light Orange,Green,Rolled Eyes,Slightly Open,Red Dress,White Pullback,Cat Ears,RARE
369,760,Light Pink,Yellow,Blue Angry Eyes,Pink Thin Lips,Black Horseskin,Brown Spacebuns,Flower Crown,RARE
370,4931,Forest,Blue,Blue Angry Eyes,Big Grin,Red Dress,White Pullback,Devil Horns,RARE
371,1921,Light Yellow,Yellow,Grey Dewy Eyes,Pink Plump Lips,Pink Brassiere,Pink Short Tiedback,Devil Horns,RARE
372,7653,VeSea,Yellow,Green Slanted Eyes,Black Mask,White Cape,Brown Straight Bob,Devil Horns,RARE
373,2328,Light Red,Blue,Diamond Eyes,Pink Plump Lips,Orange Brassiere,Black Straight,Flower Crown,RARE
374,7456,Light Pink,Brown,Blue Angry Eyes,Black Mask,Blue Halterneck,Blue Wavy Bob,Devil Horns,RARE
375,2647,Aftermath,Green,Blue Dewy Eyes,Small Smile,Brown Cami,Black Straight Bob,Flower Crown,RARE
376,7246,Forest,Peach,VeChain Visor,Shocked,Blue Brassiere,Red Pullback,VeChain Tiara,RARE
377,4519,Forest,Brown,3D Glasses,Pink Plump Lips,Checkered Brassiere,Blue Wavy Bob,Devil Horns,RARE
378,6006,Light Green,Yellow,Pink Eyes,Pink Thin Lips,Checkered Brassiere,Brown Wavy,Diadem,RARE
379,5354,Light Red,Green,Crying Eyes,Confused,Brown Offshoulder,White Pullback,Flower Crown,RARE
380,685,Light Red,Yellow,Green Angry Eyes,Kissy Lips,Brown Offshoulder,Red Straight,Flower Crown,RARE
381,3969,Purple Clouds,Blue,Grey Dewy Eyes,Kissy Lips,White Cami,Brown Spacebuns,Cat Ears,RARE
382,5969,Light Orange,Green,Diamond Eyes,Black Mask,Black Cami,Pink Short Tiedback,Cat Ears,RARE
383,2402,VeSea,Green,VeChain Visor,Upset,Fluffy White Offshoulder,Black White Straight,Cat Ears,RARE
384,2887,Light Blue,Peach,Blue Angry Eyes,Kissy Lips,Green Brassiere,Pink Short Tiedback,Diadem,RARE
385,6600,VeSea,Peach,Icy Eyes,Upset,Red Asymmetric Dress,Blonde Spacebuns,Devil Horns,RARE
386,7399,Blue Clouds,Blue,Rolled Eyes,Confused,Pink Brassiere,Brown Wavy,Flower Crown,RARE
387,4049,Up Only,Blue,Fiery Eyes,Small Smile,Brown Cape,Blonde Spacebuns,Cat Ears,RARE
388,2262,Light Turquoise,Green,Blue Sleepy Eyes,Pink Plump Lips,Red Asymmetric Dress,Blonde Spacebuns,VeChain Tiara,RARE
389,1563,Greyish Blue,Yellow,Purple Eyes,Stuck Out Tongue,Red Asymmetric Dress,Red Wavy,VeChain Tiara,RARE
390,3910,Light Blue,Green,Blue Dewy Eyes,Big Grin,Blue Brassiere,Red Pullback,Devil Horns,RARE
391,2698,Light Pink,Brown,Crying Eyes,Big Grin,Orange Brassiere,Black White Straight,Flower Crown,RARE
392,4006,Light Brown,Green,Crying Eyes,Upset,Orange Brassiere,Black Straight,Cat Ears,RARE
393,5140,Light Blue,Blue,Blue Dewy Eyes,Small Smile,Black Horseskin,Brown Straight Bob,Flower Crown,RARE
394,2792,Light Pink,Yellow,3D Glasses,Pink Thin Lips,Black with Chains,Black Straight Bob,Cat Ears,RARE
395,1439,Light Turquoise,Yellow,Pink Eyes,Small Smile,Orange Brassiere,Brown Straight Bob,Devil Horns,RARE
396,790,Light Orange,Peach,Scarred Eyes,Shocked,Pink Brassiere,Brown Wavy,Flower Crown,RARE
397,2256,Light Turquoise,Green,Green Slanted Eyes,Pink Thin Lips,Battle Armor,Blue Wavy Bob,Flower Crown,RARE
398,826,Purple Clouds,Brown,Rolled Eyes,Upset,Brown Cami,Blonde Spacebuns,Flower Crown,RARE
399,3054,Light Green,Blue,Icy Eyes,Pink Plump Lips,Orange Brassiere,White Braid,Silver Circlet,RARE
400,7565,Up Only,Blue,3D Glasses,Pink Thin Lips,Brown Horseskin,Red Pullback,Cat Ears,RARE
401,2503,Light Brown,Peach,Deal With It,Big Grin,White Cape,Red Braid,Devil Horns,RARE
402,13,Aftermath,Green,Eye Patch,Big Grin,Battle Armor,Pixie Cut,Devil Horns,RARE
403,490,Light Blue,Brown,Icy Eyes,Upset,Black Plunge Dress,Black Straight Bob,Flower Crown,RARE
404,1830,Graveyard,Blue,Diamond Eyes,Black Mask,Brown Horseskin,Black White Straight,Flower Crown,RARE
405,2595,Light Brown,Brown,Deal With It,Stuck Out Tongue,Green Brassiere,Brown Spacebuns,Devil Horns,RARE
406,3909,Light Orange,Brown,Crying Eyes,Pink Thin Lips,Battle Armor,Black White Straight,Devil Horns,RARE
407,3055,Light Purple,Yellow,Scarred Eyes,Big Grin,Black with Chains,Layered Purple,Cat Ears,RARE
408,537,Aftermath,Peach,Icy Eyes,Small Smile,Black with Chains,Black Wavy,Cat Ears,RARE
409,604,Up Only,Green,Blue Dewy Eyes,Gritting Teeth,Black with Chains,Brown Straight Bob,Flower Crown,RARE
410,1421,Greyish Blue,Brown,Blue Angry Eyes,Confused,Black Plunge Dress,Layered Purple,Diadem,RARE
411,7343,Light Turquoise,Yellow,VeChain Visor,Confused,Red Elven Dress,Red Pullback,Devil Horns,RARE
412,6473,Light Green,Brown,VeChain Visor,Confused,Brown Cami,Blonde Spacebuns,Flower Crown,RARE
413,3132,Light Green,Peach,Purple Eyes,Shocked,Red Cami,Layered Purple,Flower Crown,RARE
414,1239,Light Red,Peach,Green Angry Eyes,Slightly Open,Brown Offshoulder,Brown Spacebuns,Flower Crown,RARE
415,7348,Light Orange,Peach,Heart Eyes,Big Grin,Brown Offshoulder,Pink Short Tiedback,Cat Ears,RARE
416,3370,Light Yellow,Yellow,Green Slanted Eyes,Upset,Red Asymmetric Dress,White Braid,Diadem,RARE
417,663,Light Purple,Blue,3D Glasses,Pink Thin Lips,White Cape,Layered Purple,Diadem,RARE
418,1260,Forest,Yellow,Grey Dewy Eyes,Gritting Teeth,Red Cami,Pixie Cut,Devil Horns,RARE
419,4511,Light Blue,Yellow,Eye Patch,Stuck Out Tongue,Red Dress,Red Braid,VeChain Tiara,RARE
420,2173,Light Brown,Blue,Green Angry Eyes,Shocked,Red Elven Dress,Red Braid,Flower Crown,RARE
421,2876,Blue Clouds,Peach,VeChain Visor,Gritting Teeth,Checkered Brassiere,Layered Purple,Diadem,RARE
422,234,Light Brown,Green,Diamond Eyes,Slightly Open,Blue Asymmetric Dress,White Braid,Silver Circlet,RARE
423,6766,Light Blue,Blue,Scarred Eyes,Small Smile,Battle Armor,Black Straight,Cat Ears,RARE
424,4576,Light Blue,Peach,Grey Dewy Eyes,Black Mask,Black Cape,Black White Straight,Diadem,RARE
425,7374,Light Green,Brown,Heart Eyes,Small Smile,Blue Dress,Layered Purple,Silver Circlet,RARE
426,3870,Rainbow,Blue,Fiery Eyes,Shocked,Green Brassiere,White Braid,Elven Crown,RARE
427,4013,Light Red,Blue,Diamond Eyes,Big Grin,Green Brassiere,Red Pullback,Diadem,RARE
428,3238,Light Blue,Yellow,Eye Patch,Slightly Open,Blue Asymmetric Dress,Layered Purple,Silver Circlet,RARE
429,2866,Purple Clouds,Peach,Blue Sleepy Eyes,Pink Thin Lips,Red Plunge Dress,Black Straight,Flower Crown,RARE
430,5562,Light Turquoise,Yellow,Bug Eyes,Slightly Open,Fluffy White Offshoulder,Red Straight,Flower Crown,RARE
431,6093,Light Blue,Peach,Scarred Eyes,Black Mask,Brown Cami,Black Wavy,Flower Crown,RARE
432,1021,Rainbow,Green,Blue Angry Eyes,Gritting Teeth,White Cape,White Pullback,Devil Horns,RARE
433,2785,Light Orange,Brown,Rolled Eyes,Stuck Out Tongue,Green Brassiere,Black Pullback,Devil Horns,RARE
434,4883,VeSea,Green,3D Glasses,Slightly Open,Red Dress,Brown Straight Bob,Elven Crown,RARE
435,5897,Light Blue,Yellow,Blue Sleepy Eyes,Shocked,Green Brassiere,Red Braid,Diadem,RARE
436,249,Purple Clouds,Peach,Bug Eyes,Kissy Lips,Black Horseskin,Brown Spacebuns,Cat Ears,RARE
437,1508,Light Brown,Yellow,Bug Eyes,Shocked,White Cape,Brown Wavy,Cat Ears,RARE
438,2816,VeSea,Peach,Rolled Eyes,Black Mask,Black Plunge Dress,Black White Straight,Devil Horns,RARE
439,2187,Light Brown,Yellow,Diamond Eyes,Big Grin,Red Dress,Red Straight,VeChain Tiara,RARE
440,4741,Purple Clouds,Brown,Crying Eyes,Small Smile,Pink Brassiere,Red Wavy,Diadem,RARE
441,6626,Graveyard,Peach,Pink Eyes,Big Grin,Battle Armor,Layered Purple,VeChain Tiara,RARE
442,491,Forest,Blue,Pink Eyes,Big Grin,Battle Armor,Black Straight Bob,Diadem,RARE
443,2202,Blue Clouds,Brown,Diamond Eyes,Gritting Teeth,Brown Brassiere,Black White Straight,Silver Circlet,RARE
444,1358,VeSea,Peach,Blue Dewy Eyes,Black Mask,Black Plunge Dress,Red Straight,Devil Horns,RARE
445,6829,Greyish Blue,Green,Deal With It,Black Mask,Pink Brassiere,Black White Straight,Cat Ears,RARE
446,4402,Light Red,Blue,Deal With It,Upset,Black Cape,Black Straight Bob,Devil Horns,RARE
447,3612,Aftermath,Brown,3D Glasses,Big Grin,Brown Offshoulder,Brown Spacebuns,Diadem,RARE
448,7410,Light Purple,Yellow,Fiery Eyes,Shocked,Fluffy White Offshoulder,Brown Spacebuns,VeChain Tiara,RARE
449,5588,Aftermath,Peach,Crying Eyes,Kissy Lips,Red Dress,Brown Wavy,Elven Crown,RARE
450,3145,Graveyard,Green,Fiery Eyes,Upset,Blue Dress,Brown Spacebuns,Cat Ears,RARE
451,1774,Light Yellow,Green,Scarred Eyes,Big Grin,Black Cami,Blue Wavy Bob,Flower Crown,RARE
452,5456,Forest,Green,Icy Eyes,Shocked,Blue Dress,Black White Straight,Silver Circlet,RARE
453,4568,Light Red,Peach,Deal With It,Upset,Battle Armor,Black Straight,Devil Horns,RARE
454,1873,Graveyard,Green,Eye Patch,Big Grin,Orange Brassiere,Red Wavy,Cat Ears,RARE
