ranking,vElf #,background,skin,eyes,mouth,clothes,hair,headwear,Rarity
236,2197,VeSea,Brown,3D Glasses,Black Mask,Battle Armor,Blonde Spacebuns,Cat Ears,RARE
237,4303,Forest,Peach,Pink Eyes,Slightly Open,Black Plunge Dress,Pink Short Tiedback,Cat Ears,RARE
238,4211,Greyish Blue,Brown,Blue Angry Eyes,Black Mask,Red Cami,Brown Straight Bob,Devil Horns,RARE
239,5026,Light Purple,Yellow,Diamond Eyes,Upset,Blue Halterneck,Pink Short Tiedback,VeChain Tiara,RARE
240,2604,Rainbow,Yellow,Rolled Eyes,Confused,Blue Halterneck,Brown Wavy,VeChain Tiara,RARE
241,4835,Purple Clouds,Brown,Purple Eyes,Slightly Open,Blue Halterneck,Pixie Cut,Cat Ears,RARE
242,4321,Light Pink,Peach,Deal With It,Slightly Open,White Cami,Red Braid,Silver Circlet,RARE
243,7270,Aftermath,Green,Crying Eyes,Shocked,Brown Cape,Black Wavy,Devil Horns,RARE
244,294,Light Yellow,Yellow,Heart Eyes,Kissy Lips,Black with Chains,Brown Spacebuns,Flower Crown,RARE
245,567,Light Brown,Peach,Grey Dewy Eyes,Shocked,Red Plunge Dress,Black Pullback,Silver Circlet,RARE
246,5169,Graveyard,Brown,Diamond Eyes,Pink Plump Lips,Blue Dress,Layered Purple,Silver Circlet,RARE
247,3577,Purple Clouds,Peach,Pink Eyes,Slightly Open,Red Cami,Brown Straight Bob,Diadem,RARE
248,1225,Light Brown,Green,Rolled Eyes,Pink Plump Lips,Blue Halterneck,Red Pullback,Diadem,RARE
249,1703,Blue Clouds,Blue,Blue Sleepy Eyes,Big Grin,Red Dress,Brown Wavy,Devil Horns,RARE
250,4242,Light Pink,Blue,Deal With It,Pink Plump Lips,Black Cape,Red Pullback,Devil Horns,RARE
251,4119,Light Brown,Yellow,Blue Angry Eyes,Black Mask,White Cape,Blonde Spacebuns,Flower Crown,RARE
252,2919,Purple Clouds,Brown,Pink Eyes,Shocked,White Cape,Brown Straight Bob,Diadem,RARE
253,7419,Greyish Blue,Green,Rolled Eyes,Slightly Open,Brown Cape,Black Straight Bob,Flower Crown,RARE
254,6802,Up Only,Yellow,Blue Sleepy Eyes,Small Smile,Black with Chains,White Pullback,Silver Circlet,RARE
255,5980,Aftermath,Yellow,Crying Eyes,Pink Plump Lips,Black Horseskin,Black Straight Bob,Cat Ears,RARE
256,86,Blue Clouds,Peach,Green Slanted Eyes,Black Mask,Blue Dress,Brown Straight Bob,Silver Circlet,RARE
257,883,Graveyard,Brown,Diamond Eyes,Big Grin,Green Brassiere,White Pullback,Flower Crown,RARE
258,2610,Light Turquoise,Blue,Deal With It,Confused,White Cape,Red Wavy,Devil Horns,RARE
259,6402,VeSea,Peach,VeChain Visor,Upset,Blue Brassiere,Brown Spacebuns,Devil Horns,RARE
260,3470,Up Only,Blue,Rolled Eyes,Stuck Out Tongue,White Cape,Red Pullback,Flower Crown,RARE
261,3867,Up Only,Yellow,Eye Patch,Pink Plump Lips,Blue Halterneck,Red Pullback,Diadem,RARE
262,3172,Rainbow,Brown,Green Slanted Eyes,Slightly Open,Black Cape,Brown Straight Bob,Devil Horns,RARE
263,493,Purple Clouds,Peach,Crying Eyes,Pink Thin Lips,Orange Brassiere,Black White Straight,Flower Crown,RARE
264,3002,Greyish Blue,Green,Fiery Eyes,Gritting Teeth,Brown Brassiere,Black Wavy,Flower Crown,RARE
265,5862,Rainbow,Blue,Green Angry Eyes,Big Grin,Red Plunge Dress,Blonde Spacebuns,Silver Circlet,RARE
266,965,Rainbow,Yellow,Eye Patch,Gritting Teeth,Red Asymmetric Dress,Brown Wavy,Diadem,RARE
267,1305,Graveyard,Blue,Eye Patch,Gritting Teeth,Checkered Brassiere,Red Straight,Cat Ears,RARE
268,898,Aftermath,Yellow,Eye Patch,Kissy Lips,Red Cami,Pixie Cut,Cat Ears,RARE
269,5640,VeSea,Peach,Crying Eyes,Slightly Open,Black Cape,Brown Wavy,Diadem,RARE
270,2193,Light Yellow,Brown,Crying Eyes,Shocked,Black Cape,Red Braid,VeChain Tiara,RARE
271,7376,Light Blue,Blue,Crying Eyes,Small Smile,Red Dress,Black Wavy,VeChain Tiara,RARE
272,7342,Light Purple,Peach,Blue Dewy Eyes,Big Grin,Blue Halterneck,Pink Short Tiedback,VeChain Tiara,RARE
273,344,Aftermath,Yellow,3D Glasses,Confused,Battle Armor,Red Wavy,VeChain Tiara,RARE
274,2694,Light Brown,Brown,Green Angry Eyes,Black Mask,White Cami,Layered Purple,Silver Circlet,RARE
275,2810,Rainbow,Peach,Deal With It,Confused,Checkered Brassiere,Brown Spacebuns,VeChain Tiara,RARE
276,7013,Purple Clouds,Green,VeChain Visor,Upset,Brown Cape,White Braid,Cat Ears,RARE
277,3873,Light Blue,Blue,Blue Angry Eyes,Gritting Teeth,Green Brassiere,White Braid,Cat Ears,RARE
278,4980,Aftermath,Yellow,Blue Angry Eyes,Gritting Teeth,White Cape,Layered Purple,Cat Ears,RARE
279,1162,Rainbow,Yellow,Rolled Eyes,Slightly Open,Orange Brassiere,Black Wavy,Flower Crown,RARE
280,5120,Light Orange,Peach,3D Glasses,Pink Plump Lips,White Asymmetric Dress,Brown Straight Bob,Cat Ears,RARE
281,1957,Aftermath,Blue,Rolled Eyes,Kissy Lips,Checkered Brassiere,Black Pullback,Devil Horns,RARE
282,1168,Light Red,Brown,Pink Eyes,Confused,Battle Armor,Black Wavy,Devil Horns,RARE
283,2953,Light Orange,Blue,Green Slanted Eyes,Black Mask,Blue Halterneck,White Pullback,Cat Ears,RARE
284,5245,Rainbow,Green,Bug Eyes,Confused,Brown Cami,Black White Straight,Flower Crown,RARE
285,2505,Greyish Blue,Green,Blue Angry Eyes,Kissy Lips,Black Cape,Brown Wavy,Diadem,RARE
286,1861,Light Red,Peach,Crying Eyes,Pink Plump Lips,Blue Halterneck,Brown Wavy,VeChain Tiara,RARE
287,5311,Light Green,Peach,Rolled Eyes,Big Grin,Fluffy White Offshoulder,Layered Purple,Silver Circlet,RARE
288,4002,Blue Clouds,Peach,Scarred Eyes,Confused,Battle Armor,Black Straight Bob,Flower Crown,RARE
289,5021,Light Yellow,Blue,Heart Eyes,Pink Thin Lips,Black Horseskin,Red Braid,Flower Crown,RARE
290,7323,Light Pink,Peach,Blue Dewy Eyes,Small Smile,Red Elven Dress,Black Straight,Silver Circlet,RARE
291,5834,Light Yellow,Brown,VeChain Visor,Pink Thin Lips,Pink Brassiere,Black White Straight,Flower Crown,RARE
292,4023,Aftermath,Yellow,Purple Eyes,Pink Plump Lips,Checkered Brassiere,Layered Purple,Cat Ears,RARE
293,6870,Light Yellow,Peach,Heart Eyes,Shocked,Checkered Brassiere,Brown Spacebuns,Devil Horns,RARE
294,7404,Light Brown,Brown,Blue Angry Eyes,Black Mask,Checkered Brassiere,Red Pullback,VeChain Tiara,RARE
295,3698,Light Red,Blue,Fiery Eyes,Shocked,Red Dress,White Braid,VeChain Tiara,RARE
296,1478,Up Only,Peach,Eye Patch,Pink Plump Lips,Black Cape,Pink Short Tiedback,Cat Ears,RARE
297,6792,Up Only,Peach,Pink Eyes,Gritting Teeth,Red Dress,Brown Wavy,Diadem,RARE
298,4659,Light Blue,Blue,Green Slanted Eyes,Black Mask,Orange Brassiere,Blonde Spacebuns,Silver Circlet,RARE
299,3815,Rainbow,Peach,Green Angry Eyes,Kissy Lips,Black Horseskin,Blue Wavy Bob,Flower Crown,RARE
300,2888,Up Only,Yellow,Grey Dewy Eyes,Slightly Open,Black with Chains,Red Wavy,Cat Ears,RARE
301,4882,Light Red,Peach,Grey Dewy Eyes,Black Mask,Fluffy White Offshoulder,Red Braid,Flower Crown,RARE
302,3306,Rainbow,Brown,Green Angry Eyes,Upset,Green Brassiere,Red Braid,Diadem,RARE
303,4408,Light Yellow,Blue,Green Angry Eyes,Confused,Blue Brassiere,Pink Short Tiedback,Devil Horns,RARE
304,823,Blue Clouds,Brown,3D Glasses,Kissy Lips,Battle Armor,Brown Straight Bob,Devil Horns,RARE
305,4686,Light Yellow,Yellow,Purple Eyes,Small Smile,Red Plunge Dress,Red Pullback,Silver Circlet,RARE
306,3537,Graveyard,Blue,Icy Eyes,Pink Plump Lips,Red Cami,Layered Purple,Flower Crown,RARE
307,2706,Forest,Peach,Fiery Eyes,Pink Thin Lips,Battle Armor,Blonde Spacebuns,Cat Ears,RARE
308,3959,Greyish Blue,Peach,Blue Dewy Eyes,Slightly Open,Red Plunge Dress,Pink Short Tiedback,Silver Circlet,RARE
309,5020,Light Green,Green,Blue Sleepy Eyes,Slightly Open,Blue Halterneck,Black Straight Bob,Devil Horns,RARE
310,2485,Up Only,Yellow,Green Angry Eyes,Pink Plump Lips,White Cape,Pixie Cut,Flower Crown,RARE
311,2413,Light Purple,Yellow,Blue Sleepy Eyes,Black Mask,Orange Brassiere,Black White Straight,Flower Crown,RARE
312,526,Light Orange,Yellow,Rolled Eyes,Upset,Green Brassiere,Red Straight,Cat Ears,RARE
313,6249,Up Only,Peach,Grey Dewy Eyes,Slightly Open,Black Horseskin,Red Straight,Flower Crown,RARE
314,5454,Rainbow,Brown,Grey Dewy Eyes,Black Mask,Red Dress,Black Straight,Elven Crown,RARE
315,4209,Forest,Brown,Pink Eyes,Small Smile,Fluffy White Offshoulder,Black Straight,Cat Ears,RARE
316,4605,Purple Clouds,Brown,Pink Eyes,Big Grin,Brown Cami,Red Pullback,VeChain Tiara,RARE
317,6616,Light Brown,Peach,3D Glasses,Black Mask,Brown Cami,Blonde Spacebuns,Flower Crown,RARE
318,4557,Light Purple,Green,Icy Eyes,Upset,Fluffy White Offshoulder,Blue Wavy Bob,Silver Circlet,RARE
319,6831,Blue Clouds,Green,Crying Eyes,Shocked,Red Asymmetric Dress,Black White Straight,VeChain Tiara,RARE
320,1132,Light Red,Brown,Pink Eyes,Small Smile,White Cape,White Braid,Cat Ears,RARE
321,3203,Graveyard,Peach,Green Angry Eyes,Slightly Open,Brown Offshoulder,Black White Straight,Flower Crown,RARE
322,36,Graveyard,Green,Crying Eyes,Upset,White Cape,Blonde Spacebuns,Cat Ears,RARE
323,983,Purple Clouds,Green,Green Slanted Eyes,Stuck Out Tongue,White Cape,Red Wavy,Devil Horns,RARE
324,1859,Light Orange,Green,Eye Patch,Kissy Lips,White Cape,Black Straight Bob,Cat Ears,RARE
325,2671,Light Red,Peach,Blue Angry Eyes,Confused,Blue Halterneck,Black Pullback,VeChain Tiara,RARE
326,5461,Rainbow,Yellow,Pink Eyes,Gritting Teeth,Blue Halterneck,Red Braid,Leaf Crown,RARE
327,900,Greyish Blue,Peach,3D Glasses,Black Mask,Black with Chains,Black Wavy,VeChain Tiara,RARE
328,15,VeSea,Peach,VeChain Visor,Pink Thin Lips,Checkered Brassiere,Blonde Spacebuns,Diadem,RARE
329,1833,Light Turquoise,Blue,Blue Dewy Eyes,Black Mask,Black Cape,Red Braid,Devil Horns,RARE
330,2740,Purple Clouds,Yellow,Grey Dewy Eyes,Pink Thin Lips,Black with Chains,Black White Straight,Devil Horns,RARE
331,733,Light Yellow,Yellow,Grey Dewy Eyes,Upset,Pink Brassiere,Blue Wavy Bob,Flower Crown,RARE
332,3069,Light Yellow,Brown,Blue Sleepy Eyes,Pink Thin Lips,Checkered Brassiere,Black Wavy,Diadem,RARE
333,2803,Blue Clouds,Green,Purple Eyes,Slightly Open,Orange Brassiere,Black Straight Bob,Silver Circlet,RARE
334,1820,Light Green,Yellow,Fiery Eyes,Confused,Red Elven Dress,Pixie Cut,Flower Crown,RARE
335,3011,Graveyard,Blue,Scarred Eyes,Pink Plump Lips,Blue Halterneck,Black Wavy,VeChain Tiara,RARE
336,2148,Light Blue,Blue,Rolled Eyes,Pink Plump Lips,Red Asymmetric Dress,White Braid,Devil Horns,RARE
337,2018,Rainbow,Green,Crying Eyes,Stuck Out Tongue,Blue Brassiere,White Braid,Diadem,RARE
338,7642,Light Pink,Green,Blue Sleepy Eyes,Small Smile,Pink Brassiere,White Pullback,Silver Circlet,RARE
339,6044,Blue Clouds,Blue,Icy Eyes,Slightly Open,Blue Halterneck,Red Braid,Devil Horns,RARE
340,6260,Light Purple,Blue,Green Angry Eyes,Pink Plump Lips,White Cape,White Braid,Devil Horns,RARE
341,4011,Light Purple,Yellow,Rolled Eyes,Small Smile,Brown Horseskin,White Braid,Flower Crown,RARE
342,2111,Aftermath,Peach,Diamond Eyes,Pink Plump Lips,Checkered Brassiere,Pixie Cut,Diadem,RARE
343,5243,VeSea,Green,VeChain Visor,Big Grin,Red Plunge Dress,Brown Straight Bob,Flower Crown,RARE
344,3758,Forest,Yellow,VeChain Visor,Pink Plump Lips,Orange Brassiere,Red Straight,Flower Crown,RARE
345,1793,Blue Clouds,Yellow,Diamond Eyes,Stuck Out Tongue,Red Asymmetric Dress,Black White Straight,Devil Horns,RARE
346,5954,Aftermath,Blue,Bug Eyes,Big Grin,Green Brassiere,Pixie Cut,Devil Horns,RARE
347,5582,Light Purple,Peach,VeChain Visor,Upset,Orange Brassiere,White Pullback,Flower Crown,RARE
348,3400,Up Only,Brown,Blue Angry Eyes,Upset,Red Cami,White Pullback,Flower Crown,RARE
349,3528,VeSea,Peach,Blue Dewy Eyes,Small Smile,White Cape,Black Pullback,Cat Ears,RARE
350,6976,Rainbow,Blue,Purple Eyes,Confused,Brown Horseskin,White Braid,Flower Crown,RARE
351,4386,Purple Clouds,Green,Blue Angry Eyes,Slightly Open,Black with Chains,Red Wavy,Diadem,RARE
352,246,Forest,Peach,Crying Eyes,Black Mask,Black Cami,Brown Wavy,Cat Ears,RARE
353,5316,Light Yellow,Brown,Purple Eyes,Stuck Out Tongue,Battle Armor,Black White Straight,Flower Crown,RARE
354,1741,Light Orange,Blue,Pink Eyes,Kissy Lips,Blue Brassiere,Red Straight,VeChain Tiara,RARE
355,4781,Purple Clouds,Green,Diamond Eyes,Black Mask,Brown Cape,Pixie Cut,Cat Ears,RARE
356,696,VeSea,Peach,Pink Eyes,Confused,Brown Horseskin,Black Wavy,VeChain Tiara,RARE
357,4807,VeSea,Brown,Bug Eyes,Upset,Brown Cami,Pixie Cut,Flower Crown,RARE
358,3720,Rainbow,Brown,Rolled Eyes,Slightly Open,Red Asymmetric Dress,Blue Wavy Bob,Devil Horns,RARE
359,1373,Light Orange,Green,Scarred Eyes,Upset,Green Brassiere,Brown Spacebuns,Cat Ears,RARE
360,428,Rainbow,Brown,Heart Eyes,Shocked,Black with Chains,Brown Wavy,Devil Horns,RARE
361,6099,Rainbow,Peach,Pink Eyes,Kissy Lips,Red Asymmetric Dress,Pixie Cut,Elven Crown,RARE
362,89,Purple Clouds,Brown,Rolled Eyes,Slightly Open,Black with Chains,White Pullback,Flower Crown,RARE
363,4663,Up Only,Brown,Deal With It,Black Mask,Red Asymmetric Dress,Red Straight,Devil Horns,RARE
364,6615,Light Orange,Green,Scarred Eyes,Gritting Teeth,Black Plunge Dress,Black Straight,Cat Ears,RARE
365,5072,Blue Clouds,Green,Scarred Eyes,Slightly Open,White Cami,Layered Purple,Silver Circlet,RARE
366,846,Light Turquoise,Peach,Rolled Eyes,Stuck Out Tongue,Black Plunge Dress,White Pullback,Flower Crown,RARE
367,6013,Light Green,Green,Fiery Eyes,Big Grin,Brown Offshoulder,Pink Short Tiedback,Devil Horns,RARE
368,4757,Light Green,Green,Eye Patch,Big Grin,Red Dress,Layered Purple,Devil Horns,RARE
369,233,Light Orange,Green,Rolled Eyes,Slightly Open,Red Dress,White Pullback,Cat Ears,RARE
370,760,Light Pink,Yellow,Blue Angry Eyes,Pink Thin Lips,Black Horseskin,Brown Spacebuns,Flower Crown,RARE
371,4931,Forest,Blue,Blue Angry Eyes,Big Grin,Red Dress,White Pullback,Devil Horns,RARE
372,1921,Light Yellow,Yellow,Grey Dewy Eyes,Pink Plump Lips,Pink Brassiere,Pink Short Tiedback,Devil Horns,RARE
373,7653,VeSea,Yellow,Green Slanted Eyes,Black Mask,White Cape,Brown Straight Bob,Devil Horns,RARE
374,2328,Light Red,Blue,Diamond Eyes,Pink Plump Lips,Orange Brassiere,Black Straight,Flower Crown,RARE
375,7456,Light Pink,Brown,Blue Angry Eyes,Black Mask,Blue Halterneck,Blue Wavy Bob,Devil Horns,RARE
376,2647,Aftermath,Green,Blue Dewy Eyes,Small Smile,Brown Cami,Black Straight Bob,Flower Crown,RARE
377,7246,Forest,Peach,VeChain Visor,Shocked,Blue Brassiere,Red Pullback,VeChain Tiara,RARE
378,4519,Forest,Brown,3D Glasses,Pink Plump Lips,Checkered Brassiere,Blue Wavy Bob,Devil Horns,RARE
379,6006,Light Green,Yellow,Pink Eyes,Pink Thin Lips,Checkered Brassiere,Brown Wavy,Diadem,RARE
380,5354,Light Red,Green,Crying Eyes,Confused,Brown Offshoulder,White Pullback,Flower Crown,RARE
381,685,Light Red,Yellow,Green Angry Eyes,Kissy Lips,Brown Offshoulder,Red Straight,Flower Crown,RARE
382,3969,Purple Clouds,Blue,Grey Dewy Eyes,Kissy Lips,White Cami,Brown Spacebuns,Cat Ears,RARE
383,5969,Light Orange,Green,Diamond Eyes,Black Mask,Black Cami,Pink Short Tiedback,Cat Ears,RARE
384,2402,VeSea,Green,VeChain Visor,Upset,Fluffy White Offshoulder,Black White Straight,Cat Ears,RARE
385,2887,Light Blue,Peach,Blue Angry Eyes,Kissy Lips,Green Brassiere,Pink Short Tiedback,Diadem,RARE
386,6600,VeSea,Peach,Icy Eyes,Upset,Red Asymmetric Dress,Blonde Spacebuns,Devil Horns,RARE
387,7399,Blue Clouds,Blue,Rolled Eyes,Confused,Pink Brassiere,Brown Wavy,Flower Crown,RARE
388,4049,Up Only,Blue,Fiery Eyes,Small Smile,Brown Cape,Blonde Spacebuns,Cat Ears,RARE
389,2262,Light Turquoise,Green,Blue Sleepy Eyes,Pink Plump Lips,Red Asymmetric Dress,Blonde Spacebuns,VeChain Tiara,RARE
390,1563,Greyish Blue,Yellow,Purple Eyes,Stuck Out Tongue,Red Asymmetric Dress,Red Wavy,VeChain Tiara,RARE
391,3910,Light Blue,Green,Blue Dewy Eyes,Big Grin,Blue Brassiere,Red Pullback,Devil Horns,RARE
392,2698,Light Pink,Brown,Crying Eyes,Big Grin,Orange Brassiere,Black White Straight,Flower Crown,RARE
393,4006,Light Brown,Green,Crying Eyes,Upset,Orange Brassiere,Black Straight,Cat Ears,RARE
394,5140,Light Blue,Blue,Blue Dewy Eyes,Small Smile,Black Horseskin,Brown Straight Bob,Flower Crown,RARE
395,2792,Light Pink,Yellow,3D Glasses,Pink Thin Lips,Black with Chains,Black Straight Bob,Cat Ears,RARE
396,1439,Light Turquoise,Yellow,Pink Eyes,Small Smile,Orange Brassiere,Brown Straight Bob,Devil Horns,RARE
397,790,Light Orange,Peach,Scarred Eyes,Shocked,Pink Brassiere,Brown Wavy,Flower Crown,RARE
398,2256,Light Turquoise,Green,Green Slanted Eyes,Pink Thin Lips,Battle Armor,Blue Wavy Bob,Flower Crown,RARE
399,826,Purple Clouds,Brown,Rolled Eyes,Upset,Brown Cami,Blonde Spacebuns,Flower Crown,RARE
400,3054,Light Green,Blue,Icy Eyes,Pink Plump Lips,Orange Brassiere,White Braid,Silver Circlet,RARE
401,7565,Up Only,Blue,3D Glasses,Pink Thin Lips,Brown Horseskin,Red Pullback,Cat Ears,RARE
402,2503,Light Brown,Peach,Deal With It,Big Grin,White Cape,Red Braid,Devil Horns,RARE
403,13,Aftermath,Green,Eye Patch,Big Grin,Battle Armor,Pixie Cut,Devil Horns,RARE
404,490,Light Blue,Brown,Icy Eyes,Upset,Black Plunge Dress,Black Straight Bob,Flower Crown,RARE
405,1830,Graveyard,Blue,Diamond Eyes,Black Mask,Brown Horseskin,Black White Straight,Flower Crown,RARE
406,2595,Light Brown,Brown,Deal With It,Stuck Out Tongue,Green Brassiere,Brown Spacebuns,Devil Horns,RARE
407,3909,Light Orange,Brown,Crying Eyes,Pink Thin Lips,Battle Armor,Black White Straight,Devil Horns,RARE
408,3055,Light Purple,Yellow,Scarred Eyes,Big Grin,Black with Chains,Layered Purple,Cat Ears,RARE
409,537,Aftermath,Peach,Icy Eyes,Small Smile,Black with Chains,Black Wavy,Cat Ears,RARE
410,604,Up Only,Green,Blue Dewy Eyes,Gritting Teeth,Black with Chains,Brown Straight Bob,Flower Crown,RARE
411,1421,Greyish Blue,Brown,Blue Angry Eyes,Confused,Black Plunge Dress,Layered Purple,Diadem,RARE
412,7343,Light Turquoise,Yellow,VeChain Visor,Confused,Red Elven Dress,Red Pullback,Devil Horns,RARE
413,6473,Light Green,Brown,VeChain Visor,Confused,Brown Cami,Blonde Spacebuns,Flower Crown,RARE
414,3132,Light Green,Peach,Purple Eyes,Shocked,Red Cami,Layered Purple,Flower Crown,RARE
415,1239,Light Red,Peach,Green Angry Eyes,Slightly Open,Brown Offshoulder,Brown Spacebuns,Flower Crown,RARE
416,7348,Light Orange,Peach,Heart Eyes,Big Grin,Brown Offshoulder,Pink Short Tiedback,Cat Ears,RARE
417,3370,Light Yellow,Yellow,Green Slanted Eyes,Upset,Red Asymmetric Dress,White Braid,Diadem,RARE
418,663,Light Purple,Blue,3D Glasses,Pink Thin Lips,White Cape,Layered Purple,Diadem,RARE
419,1260,Forest,Yellow,Grey Dewy Eyes,Gritting Teeth,Red Cami,Pixie Cut,Devil Horns,RARE
420,4511,Light Blue,Yellow,Eye Patch,Stuck Out Tongue,Red Dress,Red Braid,VeChain Tiara,RARE
421,2173,Light Brown,Blue,Green Angry Eyes,Shocked,Red Elven Dress,Red Braid,Flower Crown,RARE
422,2876,Blue Clouds,Peach,VeChain Visor,Gritting Teeth,Checkered Brassiere,Layered Purple,Diadem,RARE
423,234,Light Brown,Green,Diamond Eyes,Slightly Open,Blue Asymmetric Dress,White Braid,Silver Circlet,RARE
424,6766,Light Blue,Blue,Scarred Eyes,Small Smile,Battle Armor,Black Straight,Cat Ears,RARE
425,4576,Light Blue,Peach,Grey Dewy Eyes,Black Mask,Black Cape,Black White Straight,Diadem,RARE
426,7374,Light Green,Brown,Heart Eyes,Small Smile,Blue Dress,Layered Purple,Silver Circlet,RARE
427,3870,Rainbow,Blue,Fiery Eyes,Shocked,Green Brassiere,White Braid,Elven Crown,RARE
428,4013,Light Red,Blue,Diamond Eyes,Big Grin,Green Brassiere,Red Pullback,Diadem,RARE
429,3238,Light Blue,Yellow,Eye Patch,Slightly Open,Blue Asymmetric Dress,Layered Purple,Silver Circlet,RARE
430,2866,Purple Clouds,Peach,Blue Sleepy Eyes,Pink Thin Lips,Red Plunge Dress,Black Straight,Flower Crown,RARE
431,5562,Light Turquoise,Yellow,Bug Eyes,Slightly Open,Fluffy White Offshoulder,Red Straight,Flower Crown,RARE
432,6093,Light Blue,Peach,Scarred Eyes,Black Mask,Brown Cami,Black Wavy,Flower Crown,RARE
433,1021,Rainbow,Green,Blue Angry Eyes,Gritting Teeth,White Cape,White Pullback,Devil Horns,RARE
434,2785,Light Orange,Brown,Rolled Eyes,Stuck Out Tongue,Green Brassiere,Black Pullback,Devil Horns,RARE
435,4883,VeSea,Green,3D Glasses,Slightly Open,Red Dress,Brown Straight Bob,Elven Crown,RARE
436,5897,Light Blue,Yellow,Blue Sleepy Eyes,Shocked,Green Brassiere,Red Braid,Diadem,RARE
437,249,Purple Clouds,Peach,Bug Eyes,Kissy Lips,Black Horseskin,Brown Spacebuns,Cat Ears,RARE
438,1508,Light Brown,Yellow,Bug Eyes,Shocked,White Cape,Brown Wavy,Cat Ears,RARE
439,2816,VeSea,Peach,Rolled Eyes,Black Mask,Black Plunge Dress,Black White Straight,Devil Horns,RARE
440,2187,Light Brown,Yellow,Diamond Eyes,Big Grin,Red Dress,Red Straight,VeChain Tiara,RARE
441,4741,Purple Clouds,Brown,Crying Eyes,Small Smile,Pink Brassiere,Red Wavy,Diadem,RARE
442,6626,Graveyard,Peach,Pink Eyes,Big Grin,Battle Armor,Layered Purple,VeChain Tiara,RARE
443,491,Forest,Blue,Pink Eyes,Big Grin,Battle Armor,Black Straight Bob,Diadem,RARE
444,2202,Blue Clouds,Brown,Diamond Eyes,Gritting Teeth,Brown Brassiere,Black White Straight,Silver Circlet,RARE
445,1358,VeSea,Peach,Blue Dewy Eyes,Black Mask,Black Plunge Dress,Red Straight,Devil Horns,RARE
446,6829,Greyish Blue,Green,Deal With It,Black Mask,Pink Brassiere,Black White Straight,Cat Ears,RARE
447,4402,Light Red,Blue,Deal With It,Upset,Black Cape,Black Straight Bob,Devil Horns,RARE
448,3612,Aftermath,Brown,3D Glasses,Big Grin,Brown Offshoulder,Brown Spacebuns,Diadem,RARE
449,7410,Light Purple,Yellow,Fiery Eyes,Shocked,Fluffy White Offshoulder,Brown Spacebuns,VeChain Tiara,RARE
450,5588,Aftermath,Peach,Crying Eyes,Kissy Lips,Red Dress,Brown Wavy,Elven Crown,RARE
451,3145,Graveyard,Green,Fiery Eyes,Upset,Blue Dress,Brown Spacebuns,Cat Ears,RARE
452,1774,Light Yellow,Green,Scarred Eyes,Big Grin,Black Cami,Blue Wavy Bob,Flower Crown,RARE
453,5456,Forest,Green,Icy Eyes,Shocked,Blue Dress,Black White Straight,Silver Circlet,RARE
454,4568,Light Red,Peach,Deal With It,Upset,Battle Armor,Black Straight,Devil Horns,RARE
455,1873,Graveyard,Green,Eye Patch,Big Grin,Orange Brassiere,Red Wavy,Cat Ears,RARE
